Título,Precio_Rango,Ofertas,Pantalla_Tamaño de la pantalla,Pantalla_Tecnología de la pantalla,Pantalla_Luminosidad,Procesador_Procesador,Disco duro_Tipo de disco duro,Gráfica_Salida de vídeo,Conectividad_Lector de tarjetas,Comunicaciones_Versión Bluetooth,Cámara_Función de la cámara,Sonido_Número de altavoces,Alimentación_Batería,Alimentación_Autonomía de la batería,Alimentación_Vatios-hora,Alimentación_Alimentación,Medidas y peso_Material de la carcasa,Medidas y peso_Diseño,Medidas y peso_Profundidad,Medidas y peso_Ancho,Medidas y peso_Peso,Comunicaciones_Estándar wifi,Disco duro_Número de discos duros (instalados),Gráfica_Memoria gráfica,Sistema operativo_Sistema operativo,Sonido_Sistema de altavoces,Pantalla_Formato de imagen,Procesador_Caché,RAM_Memoria RAM,RAM_Tipo de RAM,Disco duro_Capacidad de memoria SSD,Alimentación_Número de celdas,Procesador_Número de núcleos del procesador,Procesador_Frecuencia de reloj,Procesador_Frecuencia turbo máx.,Gráfica_Tipo de memoria gráfica,Gráfica_Tarjeta gráfica,Almacenamiento_Lector óptico,Pantalla_Pantalla,Comunicaciones_Estándar LAN,Tipo,Propiedades de la carcasa_Tipo de caja,Medidas y peso_Alto,Propiedades de la carcasa_Alimentación,Procesador_Zócalo de CPU,Procesador_Número de hilos de ejecución,Procesador_TDP,product_type_group,is_laptop,marca,screen_size_class,screen_width_px,screen_height_px,screen_total_px,screen_resolution_class,SSD_missing,Disco duro_Numero de discos,Comunicaciones_bluetooth,Comunicaciones_lan,Comunicaciones_missing,Comunicaciones_nfc,Comunicaciones_infrarrojos,Comunicaciones_wifidirect,Comunicaciones_ethernet,has_webcam,GPU_missing,has_webcam_from_equipamiento,años_desde_lanzamiento,release_year_missing
"HP ProBook 440 G10
7L6Z0ET",829.09,11,14.0,Full HD,250.0,Intel Core i5,Unknown,HDMI,missing,5.2,missing,2.0,lithium,15.0,51.3,45.0,missing,standard,21.4,32.2,1.42,missing,1,8.192,windows 11 professional,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,3,10.0,0.0,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,HP,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"ASUS ExpertBook B1 B1502
B1502CVA-BQ1636X",726.065,21,15.6,Full HD,250.0,Intel Core i5,Unknown,HDMI,integrado,5.1,compatible con HD,0.0,lithium,10.0,42.0,65.0,metal,standard,23.3,36.2,1.69,Wi-Fi 6/6E,1,8.192,windows 11 professional,missing,16:9,12.0,8.0,ddr4,512.0,3,10.0,0.0,4.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"Apple MacBook Pro 16"" M3 (2023)
Space Black (MRW13Y/A)",2743.495,8,16.2,Retina,1000.0,Apple M3 Family,SSD,Thunderbolt,integrado,5.3,compatible con HD,6.0,lithium,15.0,100.0,140.0,metal,standard,24.8,35.6,2.2,Wi-Fi 6/6E,1,8.192,macos,altavoces estéreo,16:9,54.0,18.0,Unknown,512.0,3,12.0,1.0,4.0,Unified,Apple GPUs,ninguno,None,none,Laptop,missing,1.7,missing,None,12,45.0,Laptop – Standard,1,Apple,>41 cm,3456,2234,7720704,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"Lenovo V15 G4
83A1002CSP",605.475,14,15.6,Full HD,250.0,Intel Core i3,Unknown,HDMI,integrado,5.1,missing,0.0,lithium,8.4,38.0,65.0,missing,standard,23.6,35.9,1.65,missing,1,8.192,windows 11 professional,missing,16:9,10.0,8.0,ddr4,256.0,2,6.0,0.0,4.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,8,15.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"MSI Prestige 14
A11SCX-432ES",1648.96,2,14.0,Full HD,300.0,Intel Core i7,SSD,HDMI,integrado,5.0,missing,2.0,lithium,10.0,50.0,65.0,metal,standard,21.5,31.9,1.29,missing,1,4.096,windows 10 home,altavoces estéreo,16:9,2.0,16.0,lpddr,512.0,4,1.0,0.0,2.0,GDDR6,NVIDIA GeForce GTX Series,ninguno,None,none,Laptop,missing,1.6,missing,None,24,34.0,Laptop – Standard,1,MSI,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,6,False
Acer TravelMate P2 16 TMP216-51,1063.76,25,16.0,Other,300.0,Intel Core i5,Unknown,HDMI,integrado,5.2,compatible con HD,2.0,lithium,12.0,50.0,65.0,missing,standard,26.0,35.9,1.87,Wi-Fi 6/6E,-1,8.192,no_os,altavoces estéreo,16:10,12.0,16.0,Unknown,512.0,3,10.0,0.0029,4.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Laptop,missing,2.3,missing,None,12,15.0,Laptop – Standard,1,Acer,37–41 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,1,0,0,0,0,0,1,1,1,2,False
"Dell Vostro 3520
WJTMC",718.345,11,15.6,Full HD,250.0,Intel Core i7,Unknown,HDMI,missing,0.0,compatible con HD,2.0,lithium,15.0,41.0,65.0,missing,standard,23.5,35.9,1.66,Wi-Fi 5,1,8.192,windows 11 professional,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,3,10.0,1.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.3,missing,None,24,15.0,Laptop – Standard,1,Dell,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,3,False
"HP 255 G9
6S6F6EA",472.905,27,15.6,Full HD,300.0,AMD Ryzen 5,Unknown,HDMI,integrado,4.2,compatible con HD,2.0,lithium,8.0,41.0,45.0,missing,standard,24.2,35.8,1.7,missing,1,8.192,no_os,altavoces estéreo,16:9,16.0,8.0,ddr4,512.0,3,6.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,panorámica,Gigabit Ethernet,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,True
"ASUS ROG Flow Z13 Gen 2 (2023)
GZ301ZE-LD002W",2068.99,1,13.4,WUXGA,300.0,Intel Core i9,SSD,Thunderbolt,integrado,5.2,compatible con HD,2.0,lithium,10.5,56.0,100.0,missing,convertible,20.4,30.2,1.18,Wi-Fi 6/6E,1,4.096,windows 11 home,other,16:10,24.0,16.0,lpddr,1000.0,4,14.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 3050 Series,ninguno,None,none,Laptop,missing,1.2,missing,None,32,45.0,Laptop – Standard,1,ASUS,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,3,False
"Apple MacBook Air 13"" 2024 M3
Silver MRXR3Y/A",1331.665,9,13.6,Retina,500.0,Apple M3 Family,SSD,Thunderbolt,ninguno,5.3,compatible con HD,4.0,lithium,15.0,52.6,30.0,metal,standard,21.5,30.4,1.24,missing,1,8.192,macos,other,16:9,54.0,8.0,Unknown,512.0,3,8.0,1.0,4.0,Unified,Apple GPUs,ninguno,None,none,Laptop,missing,1.1,missing,None,12,45.0,Laptop – Standard,1,Apple,34–37 cm,2560,1664,4259840,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Lenovo V15 G2
ALC (82KD00ERSP)",525.8299999999999,12,15.6,Full HD,250.0,AMD Ryzen 7,Unknown,HDMI,missing,5.0,compatible con HD,2.0,lithium,5.5,38.0,65.0,missing,standard,23.6,35.9,1.7,missing,1,8.192,windows 11 home,altavoces estéreo,16:9,8.0,8.0,ddr4,512.0,3,8.0,1.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,16,25.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,4,False
MSI Titan GT77 HX 13V,5399.0,1,17.3,Other,300.0,Intel Core i7,Unknown,HDMI,integrado,5.3,missing,2.0,lithium,7.0,99.9,330.0,missing,standard,33.0,39.7,3.3,Wi-Fi 6/6E,-1,8.192,other,other,16:9,24.0,16.0,Unknown,512.0,4,10.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,panorámica,Multi-Gigabit Ethernet,Laptop,missing,2.3,missing,None,24,55.0,Laptop – Gaming,1,MSI,>41 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,1,0,0,0,0,0,1,1,1,2,False
"Acer Extensa 15 EX215-55
EX215-55-79BV",868.93,14,15.6,Full HD,300.0,Intel Core i7,SSD,HDMI,missing,5.0,missing,2.0,lithium,5.5,40.0,45.0,missing,standard,24.1,36.3,1.78,missing,1,8.192,windows 11 professional,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,2,10.0,1.0,4.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,24,15.0,Laptop – Standard,1,Acer,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"Dell Latitude 7450
453V0",1799.875,16,14.0,Other,400.0,Intel Core Ultra,Unknown,HDMI,missing,5.4,missing,2.0,lithium,15.0,57.0,65.0,metal,standard,22.1,31.3,1.53,Wi-Fi 7,1,8.192,windows 11 professional,altavoces estéreo,16:10,12.0,16.0,lpddr,512.0,3,12.0,3.0,4.0,Shared,Intel Other,ninguno,None,none,Laptop,missing,1.8,missing,None,22,15.0,Laptop – Standard,1,Dell,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"HP EliteBook 860 G11
9G0A4ET",1821.58,16,16.0,WUXGA,400.0,Intel Core Ultra,Unknown,HDMI,missing,5.3,missing,2.0,lithium,19.0,76.0,65.0,missing,standard,25.1,35.9,1.72,Wi-Fi 6/6E,1,8.192,windows 11 professional,altavoces estéreo,16:10,24.0,32.0,ddr5,1000.0,6,16.0,3.0,4.0,GDDR6,Intel Arc,ninguno,None,none,Laptop,missing,1.6,missing,None,22,28.0,Laptop – Standard,1,HP,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
ASUS ExpertBook B1 BM1503,932.0250000000001,2,15.6,Other,300.0,Intel Core i7,Unknown,HDMI,missing,5.4,compatible con HD,0.0,lithium,15.0,50.0,65.0,missing,standard,23.2,36.0,1.65,Wi-Fi 6/6E,-1,8.192,no_os,missing,16:9,24.0,16.0,Unknown,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,24,55.0,Laptop – Standard,1,ASUS,37–41 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,1,0,0,0,0,0,1,1,0,0,False
"Apple MacBook Air 13"" 2024 M3
Starlight MC8P4Y/A",1676.395,12,13.6,Retina,500.0,Apple M3 Family,SSD,Thunderbolt,ninguno,5.3,compatible con HD,4.0,lithium,15.0,52.6,30.0,metal,standard,21.5,30.4,1.24,missing,1,8.192,macos,other,16:9,54.0,24.0,Unknown,512.0,3,8.0,1.0,4.0,Unified,Apple GPUs,ninguno,None,none,Laptop,missing,1.1,missing,None,12,45.0,Laptop – Standard,1,Apple,34–37 cm,2560,1664,4259840,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Lenovo ThinkPad X1 Carbon Gen 12
21KC004USP",1997.4450000000002,16,14.0,WUXGA,400.0,Intel Core Ultra,SSD,HDMI,ninguno,5.3,compatible con HD,2.0,lithium,23.0,57.0,65.0,missing,missing,21.4,31.2,1.09,Wi-Fi 6/6E,1,8.192,windows 11 professional,other,16:10,12.0,16.0,lpddr,512.0,3,12.0,3.0,4.0,Shared,Intel Other,ninguno,None,none,Laptop,missing,1.5,missing,None,22,15.0,Laptop – Standard,1,Lenovo,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,1,0,0,0,1,0,1,1,False
"MSI Creator M16 HX C14V
C14VEG-090XES",1238.0,2,16.0,Other,300.0,Intel Core i7,Unknown,HDMI,missing,5.3,missing,2.0,lithium,10.0,65.0,180.0,missing,standard,26.6,35.9,2.38,Wi-Fi 6/6E,1,6.144,freedos,altavoces estéreo,16:10,30.0,16.0,ddr5,1000.0,4,20.0,3.0,5.0,GDDR6,NVIDIA GeForce RTX 4050 Series,ninguno,None,none,Laptop,missing,2.8,missing,None,24,55.0,Laptop – Standard,1,MSI,37–41 cm,2560,1600,4096000,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Acer TravelMate P2 TMP214-54
TMP214-54-76G8",896.96,12,14.0,Full HD,300.0,Intel Core i7,Unknown,HDMI,integrado,5.2,missing,2.0,lithium,10.0,48.5,45.0,missing,missing,23.3,33.0,1.6,missing,1,8.192,windows 10 professional,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,3,10.0,1.0,4.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,24,15.0,Laptop – Standard,1,Acer,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,0,0,0,2,False
"Dell Precision 7680
HXK39",2840.2,13,16.0,WUXGA,250.0,Intel Core i7,SSD,HDMI,integrado,0.0,compatible con HD,0.0,lithium,15.0,83.0,180.0,missing,standard,25.8,35.6,2.67,Wi-Fi 6/6E,1,8.192,windows 11 professional,missing,16:10,30.0,32.0,ddr5,1000.0,6,20.0,1.0,5.0,GDDR6,Intel UHD,ninguno,None,Gigabit Ethernet,Laptop,missing,2.7,missing,None,24,55.0,Laptop – Standard,1,Dell,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"HP 15 (2023)
15-fd0056ns",686.8,13,15.6,Full HD,250.0,Intel Core i7,Unknown,HDMI,missing,5.0,compatible con HD,2.0,lithium,7.5,41.0,45.0,missing,standard,23.6,35.9,1.6,Wi-Fi 5,1,8.192,windows 11 professional,altavoces estéreo,16:9,12.0,8.0,ddr4,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.9,missing,None,24,15.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"ASUS Vivobook 14 E410
E410MA-EK1945",356.59000000000003,14,14.0,Full HD,300.0,Intel Celeron,SSD,HDMI,missing,4.1,missing,2.0,lithium,10.0,42.0,33.0,missing,standard,21.7,32.5,1.3,Wi-Fi 5,1,8.192,freedos,altavoces estéreo,16:9,4.0,4.0,ddr4,256.0,3,2.0,1.0,2.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,1.8,missing,None,4,6.0,Laptop – Standard,1,ASUS,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,5,False
"Apple MacBook Air 13"" 2024 M3
Space Gray MC8M4Y/A",1637.58,12,13.6,Retina,500.0,Apple M3 Family,SSD,Thunderbolt,ninguno,5.3,compatible con HD,4.0,lithium,15.0,52.6,30.0,metal,standard,21.5,30.4,1.24,missing,1,8.192,macos,other,16:9,54.0,24.0,Unknown,512.0,3,8.0,1.0,4.0,Unified,Apple GPUs,ninguno,None,none,Laptop,missing,1.1,missing,None,12,45.0,Laptop – Standard,1,Apple,34–37 cm,2560,1664,4259840,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Lenovo ThinkPad P14s G5
21G2000ASP",2015.6,10,14.0,WUXGA,350.0,Intel Core Ultra,Unknown,DisplayPort,missing,5.3,missing,2.0,lithium,15.0,57.0,135.0,missing,standard,22.8,32.6,1.61,Wi-Fi 6/6E,1,4.096,windows 11 professional,altavoces estéreo,16:10,24.0,32.0,ddr5,1000.0,3,16.0,1.0,4.0,GDDR6,NVIDIA RTX (Workstation),ninguno,None,none,Laptop,missing,1.9,missing,None,22,28.0,Laptop – Standard,1,Lenovo,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"MSI Summit E16 AI Studio A1V
A1VFTG-015ES",2056.0,2,16.0,QHD+,300.0,Intel Core Ultra,SSD,HDMI,integrado,5.4,missing,2.0,lithium,10.5,82.0,140.0,missing,convertible,25.8,35.8,2.1,Wi-Fi 7,1,8.192,windows 11 professional,other,16:10,24.0,32.0,lpddr,1000.0,4,16.0,3.0,4.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,IPS,none,Laptop,missing,1.7,missing,None,22,28.0,Laptop – Standard,1,MSI,37–41 cm,2560,1600,4096000,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Acer Extensa 15 EX215-33
EX215-33-38G2",584.0999999999999,14,15.6,Full HD,300.0,Intel Core i3,SSD,HDMI,missing,5.2,missing,0.0,lithium,10.0,40.0,45.0,missing,standard,23.8,36.3,1.8,missing,1,8.192,windows 11 professional,missing,16:9,6.0,8.0,lpddr,512.0,3,8.0,1.0,3.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,1.9,missing,None,8,15.0,Laptop – Standard,1,Acer,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
Dell Precision 5490,3111.73,15,14.0,WUXGA,500.0,Intel Core i7,Unknown,Thunderbolt,integrado,0.0,compatible con HD,4.0,lithium,15.0,72.0,130.0,missing,standard,21.0,31.1,1.49,Wi-Fi 7,-1,8.192,windows 11 professional,other,16:10,24.0,16.0,Unknown,512.0,4,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.9,missing,None,24,55.0,Laptop – Standard,1,Dell,34–37 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,0,0,0,0,0,0,1,1,1,1,False
"HP ZBook Fury 16 G10
98K26ET",5033.795,12,16.0,WUXGA,400.0,Intel Core i9,SSD,DisplayPort,missing,5.3,missing,2.0,lithium,15.0,95.0,230.0,missing,standard,25.1,36.3,2.4,Wi-Fi 6/6E,1,16.384,windows 11 professional,other,16:10,36.0,64.0,ddr5,1000.0,8,24.0,1.0,5.0,GDDR6,NVIDIA Quadro,ninguno,None,none,Laptop,missing,2.9,missing,None,32,55.0,Laptop – Standard,1,HP,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"ASUS ProArt P16 H7606
H7606WU-ME014W",1999.0,1,16.0,WQUXGA,400.0,Others,SSD,HDMI,integrado,5.4,compatible con HD,2.0,lithium,10.0,90.0,200.0,missing,standard,24.7,35.5,1.85,Wi-Fi 7,1,6.144,windows 11 home,other,16:10,10.0,24.0,lpddr,1000.0,4,4.0,1.0,4.0,GDDR6,NVIDIA GeForce RTX 4050 Series,ninguno,None,none,Laptop,missing,1.7,missing,None,4,15.0,Laptop – Standard,1,ASUS,37–41 cm,3840,2400,9216000,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Apple MacBook Air 13"" 2022 M2
Space Gray MLXX3Y/A",1269.12,12,13.6,Retina,500.0,Apple M2 Family,SSD,Thunderbolt,ninguno,5.0,compatible con HD,4.0,lithium,15.0,52.6,30.0,metal,standard,21.5,30.4,1.24,missing,1,8.192,macos,other,16:9,40.0,8.0,ddr4,512.0,3,10.0,1.0,4.0,Unified,Apple GPUs,ninguno,None,none,Laptop,missing,1.1,missing,None,12,45.0,Laptop – Standard,1,Apple,34–37 cm,2560,1664,4259840,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,3,False
"Lenovo ThinkBook 14 2-in-1 G4
21MX000TSP",1441.1,14,14.0,WUXGA,300.0,Intel Core Ultra,Unknown,HDMI,integrado,5.3,compatible con HD,2.0,lithium,8.0,60.0,65.0,metal,standard,22.4,31.3,1.64,Wi-Fi 6/6E,1,8.192,windows 11 professional,other,16:10,12.0,32.0,ddr5,1000.0,3,12.0,3.0,4.0,Shared,Intel Other,ninguno,None,none,Laptop,missing,1.9,missing,None,22,9.0,Laptop – Standard,1,Lenovo,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"MSI Stealth 16 Studio A13
A13VF-037ES",2396.415,3,16.0,QHD+,300.0,Intel Core i7,Unknown,HDMI,integrado,5.3,missing,2.0,lithium,7.0,99.0,240.0,missing,standard,26.0,35.6,2.0,Wi-Fi 6/6E,1,8.192,windows 11 home,altavoces estéreo,16:10,24.0,32.0,ddr5,1000.0,4,14.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,IPS,Multi-Gigabit Ethernet,Laptop,missing,2.0,missing,None,24,45.0,Laptop – Gaming,1,MSI,37–41 cm,2560,1600,4096000,>4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"Acer Chromebook Spin 514 (CP514-3H)
CP514-3HH-R2JD",969.39,8,14.0,Full HD,300.0,AMD Ryzen 7,Unknown,HDMI,missing,5.2,missing,2.0,lithium,10.0,48.5,65.0,missing,standard,22.4,32.3,1.5,missing,1,8.192,no_os,altavoces estéreo,16:9,16.0,16.0,lpddr,256.0,3,8.0,1.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.7,missing,None,16,65.0,Laptop – Standard,1,Acer,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,3,False
Dell Precision 3590,1972.3899999999999,38,15.6,Full HD,250.0,Intel Core i7,SSD,HDMI,integrado,0.0,compatible con HD,0.0,lithium,15.0,54.0,130.0,missing,standard,23.3,35.8,1.62,Wi-Fi 6/6E,-1,8.192,windows 11 professional,missing,16:9,24.0,16.0,ddr5,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,panorámica,none,Laptop,missing,2.3,missing,None,24,55.0,Laptop – Standard,1,Dell,37–41 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,0,0,0,0,0,0,1,1,1,1,False
"HP 250 G9
6S7B5EA",595.5699999999999,22,15.6,Full HD,250.0,Intel Core i5,SSD,HDMI,missing,5.2,compatible con HD,2.0,lithium,10.0,41.0,45.0,missing,standard,24.2,35.8,1.74,Wi-Fi 6/6E,1,8.192,no_os,altavoces estéreo,16:9,12.0,8.0,ddr4,512.0,3,10.0,0.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,3,False
"ASUS Vivobook 15 (12th Gen F1504)
F1504ZA-NJ1657",489.0,1,15.6,Full HD,300.0,Intel Core i5,SSD,HDMI,missing,0.0,compatible con HD,2.0,lithium,23.0,42.0,65.0,missing,standard,23.25,35.97,1.7,missing,1,8.192,no_os,SonicMaster,16:9,12.0,16.0,ddr4,512.0,3,10.0,0.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.7,missing,None,12,15.0,Laptop – Standard,1,ASUS,37–41 cm,3840,2160,8294400,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,True
"Apple MacBook Pro 14"" M4 (2024)
Silver MX2G3Y/A",3586.0249999999996,12,14.2,Retina,1000.0,Others,SSD,Thunderbolt,integrado,5.3,compatible con HD,6.0,lithium,13.0,70.0,67.0,metal,standard,22.1,31.3,1.6,Wi-Fi 6/6E,1,8.192,macos,altavoces estéreo,16:9,10.0,36.0,Unknown,1000.0,3,14.0,1.0,4.0,Unified,Apple GPUs,ninguno,None,none,Laptop,missing,1.6,missing,None,4,15.0,Laptop – Standard,1,Apple,34–37 cm,3024,1964,5939136,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Lenovo V15 G4
82YU00TRSP",496.745,16,15.6,Full HD,250.0,AMD Ryzen 5,SSD,HDMI,integrado,5.1,missing,0.0,lithium,8.4,38.0,65.0,missing,standard,23.6,35.9,1.65,missing,1,8.192,windows 11 home,missing,16:9,4.0,8.0,lpddr,256.0,2,4.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,panorámica,Gigabit Ethernet,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"MSI Modern 15 B7M
B7M-059XES",589.0,2,15.6,Full HD,300.0,AMD Ryzen 5,SSD,HDMI,integrado,5.3,missing,2.0,lithium,15.0,53.8,65.0,missing,standard,24.1,35.9,1.7,Wi-Fi 6/6E,1,8.192,freedos,altavoces estéreo,16:9,16.0,16.0,ddr4,512.0,3,6.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,MSI,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"Acer Extensa 15 EX215
EX215-22-R32C",581.4,12,15.6,Full HD,300.0,AMD Ryzen 5,SSD,HDMI,missing,4.0,missing,0.0,lithium,9.0,36.0,45.0,missing,standard,24.8,36.3,1.9,missing,1,8.192,windows 11 home,missing,16:9,4.0,8.0,ddr4,512.0,2,4.0,2.0,3.0,GDDR5,AMD Radeon Other,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,12,15.0,Laptop – Standard,1,Acer,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,6,False
"HP ZBook Firefly 14 G11
98N71ET",1501.15,12,14.0,WUXGA,400.0,Intel Core Ultra,Unknown,HDMI,missing,5.3,missing,2.0,lithium,15.0,56.0,65.0,missing,standard,22.4,31.6,1.45,Wi-Fi 6/6E,1,8.192,windows 11 professional,altavoces estéreo,16:10,24.0,16.0,ddr5,512.0,3,16.0,3.0,4.0,GDDR6,Intel Arc,ninguno,None,none,Laptop,missing,1.9,missing,None,22,28.0,Laptop – Standard,1,HP,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"ASUS Vivobook 15 (12th Gen F1504)
F1504ZA-NJ1447W",699.0,1,15.6,Full HD,300.0,Intel Core i7,SSD,HDMI,missing,0.0,compatible con HD,2.0,lithium,23.0,42.0,65.0,missing,standard,23.25,35.97,1.7,missing,1,8.192,windows 11 home,SonicMaster,16:9,12.0,16.0,ddr4,1000.0,3,10.0,1.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.7,missing,None,24,15.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,True
"Apple MacBook Air 15"" 2024 M3
Silver MC9J4Y/A",1916.8400000000001,12,15.3,Retina,500.0,Apple M3 Family,SSD,Thunderbolt,ninguno,5.3,compatible con HD,6.0,lithium,15.0,66.5,35.0,metal,standard,23.8,34.0,1.51,Wi-Fi 6/6E,1,8.192,macos,other,16:9,54.0,24.0,Unknown,512.0,3,8.0,1.0,4.0,Unified,Apple GPUs,ninguno,None,none,Laptop,missing,1.2,missing,None,12,45.0,Laptop – Standard,1,Apple,37–41 cm,2880,1864,5368320,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
