Título,Precio_Rango,Ofertas,Pantalla_Tamaño de la pantalla,Pantalla_Tecnología de la pantalla,Pantalla_Luminosidad,Procesador_Procesador,Disco duro_Tipo de disco duro,Gráfica_Salida de vídeo,Conectividad_Lector de tarjetas,Comunicaciones_Versión Bluetooth,Cámara_Función de la cámara,Sonido_Número de altavoces,Alimentación_Batería,Alimentación_Autonomía de la batería,Alimentación_Vatios-hora,Alimentación_Alimentación,Medidas y peso_Material de la carcasa,Medidas y peso_Diseño,Medidas y peso_Profundidad,Medidas y peso_Ancho,Medidas y peso_Peso,Comunicaciones_Estándar wifi,Disco duro_Número de discos duros (instalados),Gráfica_Memoria gráfica,Sistema operativo_Sistema operativo,Sonido_Sistema de altavoces,Pantalla_Formato de imagen,Procesador_Caché,RAM_Memoria RAM,RAM_Tipo de RAM,Disco duro_Capacidad de memoria SSD,Alimentación_Número de celdas,Procesador_Número de núcleos del procesador,Procesador_Frecuencia de reloj,Procesador_Frecuencia turbo máx.,Gráfica_Tipo de memoria gráfica,Gráfica_Tarjeta gráfica,Almacenamiento_Lector óptico,Pantalla_Pantalla,Comunicaciones_Estándar LAN,Tipo,Propiedades de la carcasa_Tipo de caja,Medidas y peso_Alto,Propiedades de la carcasa_Alimentación,Procesador_Zócalo de CPU,Procesador_Número de hilos de ejecución,Procesador_TDP,product_type_group,is_laptop,marca,screen_size_class,screen_width_px,screen_height_px,screen_total_px,screen_resolution_class,SSD_missing,Disco duro_Numero de discos,Comunicaciones_bluetooth,Comunicaciones_lan,Comunicaciones_missing,Comunicaciones_nfc,Comunicaciones_infrarrojos,Comunicaciones_wifidirect,Comunicaciones_ethernet,has_webcam,GPU_missing,has_webcam_from_equipamiento,años_desde_lanzamiento,release_year_missing
"Lenovo ThinkPad P1 G7
21KV0023SP",3106.015,11,16.0,WQXGA,500.0,Intel Core Ultra,Unknown,HDMI,integrado,5.3,compatible con HD,2.0,lithium,15.0,90.0,170.0,missing,standard,24.1,35.4,1.82,Wi-Fi 7,1,8.192,windows 11 professional,other,16:10,24.0,32.0,lpddr,1000.0,4,16.0,3.0,5.0,GDDR6,NVIDIA GeForce RTX 4070 Series,ninguno,None,none,Laptop,missing,1.7,missing,None,22,28.0,Laptop – Standard,1,Lenovo,37–41 cm,2560,1600,4096000,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"MSI Modern 14
C13M-447XES",649.0,1,14.0,Full HD,300.0,Intel Core i5,SSD,HDMI,integrado,5.0,missing,2.0,lithium,10.0,50.0,65.0,metal,standard,22.2,32.2,1.18,missing,-1,8.192,freedos,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,4,10.0,0.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.6,missing,None,12,15.0,Laptop – Standard,1,MSI,34–37 cm,1920,1080,2073600,2–4MP,0,-1,1,0,0,0,0,0,0,1,0,1,6,False
"Acer Extensa 15 EX215-23
EX215-23-R4LZ",508.41,11,15.6,Full HD,250.0,AMD Ryzen 5,SSD,HDMI,missing,5.0,compatible con HD,2.0,lithium,10.0,40.0,45.0,missing,standard,23.8,36.3,1.77,missing,1,8.192,windows 11 home,altavoces estéreo,16:9,4.0,8.0,lpddr,512.0,3,4.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.9,missing,None,12,15.0,Laptop – Standard,1,Acer,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"HP ZBook Firefly 16 G11
98N69ET",1880.735,12,16.0,WUXGA,400.0,Intel Core Ultra,Unknown,DisplayPort,missing,5.3,missing,2.0,lithium,15.0,76.0,100.0,missing,standard,25.1,35.9,1.72,Wi-Fi 6/6E,1,4.096,windows 11 professional,altavoces estéreo,16:10,24.0,16.0,ddr5,512.0,6,16.0,3.0,4.0,GDDR6,NVIDIA RTX (Workstation),ninguno,None,none,Laptop,missing,1.9,missing,None,22,28.0,Laptop – Standard,1,HP,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"ASUS BR1104F
BR1104FGA-NS0087XA",408.95500000000004,2,11.6,HD Ready,250.0,Others,SSD,HDMI,ninguno,5.2,compatible con HD,0.0,lithium,23.0,50.0,45.0,missing,standard,21.3,29.7,1.47,Wi-Fi 6/6E,1,8.192,windows 11 professional,missing,16:9,6.0,8.0,lpddr,128.0,3,4.0,1.0,3.0,Shared,Intel UHD,ninguno,None,Gigabit Ethernet,Laptop,missing,2.1,missing,None,4,15.0,Laptop – Standard,1,ASUS,<=34 cm,1366,768,1049088,1–2MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"Lenovo ThinkPad E14 G4
21EB0042SP",703.0,3,14.0,Full HD,300.0,AMD Ryzen 5,SSD,HDMI,missing,5.2,compatible con HD,0.0,lithium,15.0,57.0,65.0,missing,standard,23.2,32.5,1.64,Wi-Fi 6/6E,1,8.192,windows 11 professional,missing,16:9,16.0,8.0,ddr4,256.0,3,6.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,Gigabit Ethernet,Laptop,missing,1.8,missing,None,12,15.0,Laptop – Standard,1,Lenovo,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,3,False
"MSI Thin GF63 12U
12UC-690XES",732.06,8,15.6,Full HD,300.0,Intel Core i5,Unknown,HDMI,missing,5.2,missing,2.0,lithium,7.0,52.4,120.0,missing,standard,25.4,35.9,1.86,Wi-Fi 6/6E,1,4.096,no_os,altavoces estéreo,16:9,12.0,16.0,ddr4,512.0,3,8.0,1.0,4.0,GDDR6,NVIDIA GeForce RTX 3050 Series,ninguno,None,Gigabit Ethernet,Laptop,missing,2.2,missing,None,12,45.0,Laptop – Gaming,1,MSI,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"Acer Swift Go SFG16-72
SFG16-72-98PX",1349.0,1,16.0,"3,2K",300.0,Intel Core Ultra,Unknown,HDMI,integrado,5.1,missing,2.0,lithium,9.0,65.0,100.0,metal,standard,24.5,35.6,1.6,missing,1,8.192,windows 11 home,altavoces estéreo,16:10,24.0,32.0,lpddr,1000.0,3,16.0,3.0,5.0,GDDR6,Intel Arc,ninguno,None,Gigabit Ethernet,Laptop,missing,1.5,missing,None,22,28.0,Laptop – Standard,1,Acer,37–41 cm,3200,2000,6400000,>4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
HP ProBook 440 G10,1599.835,44,14.0,Full HD,250.0,Intel Core i7,Unknown,HDMI,missing,5.2,missing,2.0,lithium,15.0,51.3,45.0,missing,standard,21.4,32.2,1.42,missing,-1,8.192,other,altavoces estéreo,16:9,24.0,16.0,Unknown,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,Gigabit Ethernet,Laptop,missing,2.0,missing,None,24,55.0,Laptop – Standard,1,HP,34–37 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,1,0,0,0,0,0,1,1,1,2,False
"ASUS ROG Strix SCAR 18 G834 2024
G834JYR-R6019W",6702.58,2,18.0,WQXGA,300.0,Intel Core i9,SSD,HDMI,missing,5.3,compatible con HD,4.0,lithium,7.0,90.0,330.0,missing,standard,29.4,39.9,3.1,Wi-Fi 6/6E,1,16.384,windows 11 home,Dolby Atmos,16:10,36.0,32.0,Unknown,2000.0,4,24.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4090 Series,ninguno,panorámica,Multi-Gigabit Ethernet,Laptop,missing,3.1,missing,None,32,55.0,Laptop – Gaming,1,ASUS,>41 cm,1920.0,1080.0,2073600.0,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
Lenovo Legion 5 Pro 16 Gen 8,2239.15,7,16.0,Other,500.0,Intel Core i7,Unknown,HDMI,missing,5.1,compatible con HD,2.0,lithium,7.0,80.0,300.0,missing,standard,26.0,36.3,2.6,Wi-Fi 6/6E,-1,8.192,no_os,altavoces estéreo,16:10,24.0,16.0,Unknown,512.0,4,10.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,None,none,Laptop,missing,2.7,missing,None,24,55.0,Laptop – Gaming,1,Lenovo,37–41 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,1,0,0,0,0,0,1,1,1,2,False
"MSI Sword 16 HX B14V
B14VGKG-676ES",1828.42,9,16.0,FHD+,300.0,Intel Core i7,SSD,HDMI,ninguno,5.3,30 fps,2.0,lithium,7.0,65.0,200.0,missing,standard,26.6,35.9,2.3,Wi-Fi 6/6E,1,8.0,windows 11 home,altavoces estéreo,16:10,30.0,32.0,ddr5,1000.0,4,16.0,2.0,5.0,GDDR6,NVIDIA GeForce RTX 4070 Series,ninguno,IPS,Gigabit Ethernet,Laptop,missing,2.7,missing,None,24,157.0,Laptop – Gaming,1,MSI,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"Acer Swift 3 Go SFG14-73
SFG14-73-735X",1079.825,12,14.0,WQXGA+,300.0,Intel Core Ultra,SSD,HDMI,integrado,5.3,missing,2.0,lithium,13.0,48.5,100.0,missing,standard,21.8,31.3,1.3,Wi-Fi 6/6E,1,8.192,windows 11 home,altavoces estéreo,16:10,12.0,16.0,ddr5,512.0,3,12.0,3.0,4.0,Shared,Intel UHD,ninguno,OLED,Gigabit Ethernet,Laptop,missing,1.5,missing,None,22,9.0,Laptop – Standard,1,Acer,34–37 cm,2880,1800,5184000,>4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"HP Chromebook 15a
15a-nb0004ns",365.89,10,15.6,Full HD,300.0,Intel Celeron,SSD,HDMI,integrado,5.0,missing,2.0,lithium,10.0,47.4,45.0,missing,standard,18.1,36.2,1.7,Wi-Fi 5,1,8.192,chrome_os,altavoces estéreo,16:9,4.0,8.0,Unknown,256.0,2,2.0,1.0,2.0,Shared,Intel HD,ninguno,None,none,Laptop,missing,2.4,missing,None,4,6.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"ASUS Vivobook 16X K3605
K3605ZF-MB484",579.0,1,16.0,WUXGA,300.0,Intel Core i5,Unknown,HDMI,integrado,5.3,missing,2.0,lithium,10.0,70.0,120.0,missing,standard,24.9,35.8,1.8,Wi-Fi 6/6E,1,4.096,no_os,SonicMaster,16:10,18.0,16.0,ddr4,512.0,3,12.0,1.0,4.0,GDDR6,NVIDIA GeForce RTX 2050 Series,ninguno,None,none,Laptop,missing,1.8,missing,None,12,45.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"Lenovo V17 G4
83A2001LSP",610.3199999999999,16,17.3,Full HD,300.0,Intel Core i3,Unknown,HDMI,integrado,5.1,compatible con HD,2.0,lithium,8.4,45.0,65.0,missing,standard,27.4,39.9,2.02,missing,1,8.192,windows 11 home,altavoces estéreo,16:9,10.0,8.0,ddr4,256.0,3,6.0,0.0,4.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,2.0,missing,None,8,15.0,Laptop – Standard,1,Lenovo,>41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"MSI Prestige 16 AI Studio Evo B1
B1VFG-022ES",1971.0499999999997,17,16.0,QHD+,300.0,Intel Core Ultra,Unknown,HDMI,integrado,5.4,missing,2.0,lithium,10.0,99.9,100.0,missing,standard,25.4,35.8,1.5,Wi-Fi 7,1,8.192,windows 11 home,altavoces estéreo,16:10,24.0,16.0,lpddr,1000.0,4,16.0,3.0,4.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,IPS,Gigabit Ethernet,Laptop,missing,1.9,missing,None,22,28.0,Laptop – Standard,1,MSI,37–41 cm,2560,1600,4096000,>4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"HP Pavilion x360 14 2023
14-ek1034ns",1069.6399999999999,15,14.0,Full HD,250.0,Intel Core i7,SSD,HDMI,integrado,5.3,compatible con HD,2.0,lithium,9.0,43.0,65.0,missing,convertible,21.0,32.2,1.5,Wi-Fi 6/6E,1,8.192,windows 11 home,other,16:9,12.0,16.0,ddr4,512.0,3,10.0,1.0,5.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.0,missing,None,24,15.0,Laptop – Standard,1,HP,34–37 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"ASUS ROG Zephyrus G16 GU605 (2024)
GU605MI-QR044W",2847.97,1,16.0,WQXGA,500.0,Intel Core Ultra,SSD,HDMI,integrado,5.3,compatible con HD,2.0,lithium,7.0,90.0,230.0,missing,standard,24.6,35.4,2.0,Wi-Fi 6/6E,1,8.192,windows 11 home,other,16:10,24.0,32.0,lpddr,1000.0,4,16.0,3.0,5.0,GDDR6,NVIDIA GeForce RTX 4070 Series,ninguno,None,none,Laptop,missing,1.7,missing,None,22,28.0,Laptop – Gaming,1,ASUS,37–41 cm,2560,1600,4096000,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"Lenovo ThinkPad Z13
21D20014SP",1137.855,12,13.3,WUXGA,400.0,AMD Ryzen 7,SSD,Thunderbolt,missing,5.0,compatible con HD,4.0,lithium,18.0,51.5,65.0,metal,standard,20.0,29.5,1.25,Wi-Fi 6/6E,1,8.192,windows 11 professional,Dolby Atmos,16:10,16.0,16.0,lpddr,512.0,3,8.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.4,missing,None,16,28.0,Laptop – Standard,1,Lenovo,<=34 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,3,False
MSI CreatorPro M16 B13,2561.6949999999997,26,16.0,Other,300.0,Intel Core i7,Unknown,HDMI,missing,5.2,missing,2.0,lithium,10.0,53.5,200.0,missing,standard,25.9,35.9,2.3,missing,-1,8.192,other,altavoces estéreo,16:10,24.0,16.0,Unknown,512.0,3,14.0,1.0,5.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.7,missing,None,24,45.0,Laptop – Standard,1,MSI,37–41 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,0,0,0,0,0,0,1,1,1,2,False
"HP 17 2023
17-cn3004ns",779.1600000000001,13,17.3,Full HD,250.0,Intel Core i5,Unknown,HDMI,missing,4.2,compatible con HD,2.0,lithium,8.25,41.0,65.0,missing,standard,25.8,40.1,2.07,missing,1,8.192,windows 11 home,altavoces estéreo,16:9,10.0,16.0,ddr4,512.0,3,10.0,0.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.1,missing,None,12,15.0,Laptop – Standard,1,HP,>41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"ASUS Vivobook 15 F1500
F1500EA-EJ3095W",444.475,2,15.6,Full HD,300.0,Intel Core i3,SSD,HDMI,integrado,4.1,missing,2.0,lithium,15.0,37.0,65.0,missing,missing,23.5,36.0,1.8,Wi-Fi 5,1,8.192,windows 11 home,altavoces estéreo,16:9,2.0,8.0,ddr4,256.0,2,1.0,0.0,2.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,2.0,missing,None,8,34.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,True
"Lenovo ThinkPad L13 G4
21FN0007SP",1000.275,11,13.3,WUXGA,300.0,AMD Ryzen 5,Unknown,HDMI,missing,5.1,compatible con HD,2.0,lithium,15.0,46.0,45.0,metal,standard,21.8,30.5,1.26,Wi-Fi 6/6E,1,8.192,windows 11 professional,other,16:10,16.0,16.0,ddr4,512.0,4,6.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.7,missing,None,12,15.0,Laptop – Standard,1,Lenovo,<=34 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"HP ZBook Power G11
A3YU3ET",2297.525,11,16.0,WUXGA,400.0,Intel Core Ultra,SSD,DisplayPort,missing,5.3,missing,2.0,lithium,10.0,83.0,150.0,missing,standard,25.1,35.9,2.12,Wi-Fi 6/6E,1,8.192,windows 11 professional,altavoces estéreo,16:10,24.0,32.0,ddr5,1000.0,6,16.0,3.0,4.0,GDDR6,NVIDIA RTX (Workstation),ninguno,None,Gigabit Ethernet,Laptop,missing,2.3,missing,None,22,28.0,Laptop – Standard,1,HP,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"ASUS Vivobook Go 15 E1504FA
E1504FA-L11305W",790.495,2,15.6,Full HD,250.0,AMD Ryzen 5,SSD,HDMI,missing,0.0,missing,2.0,lithium,15.0,50.0,65.0,missing,standard,23.25,36.03,1.63,missing,-1,8.192,windows 11 home,SonicMaster,16:9,4.0,16.0,lpddr,512.0,3,4.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.8,missing,None,12,15.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,-1,1,0,0,0,0,0,0,1,0,1,2,False
"Lenovo LOQ 15 G9 2024
82XV00DHSP",1099.45,2,15.6,Full HD,300.0,Intel Core i5,Unknown,HDMI,missing,5.1,compatible con HD,2.0,lithium,5.3,60.0,170.0,missing,standard,25.9,36.0,2.38,Wi-Fi 6/6E,1,8.192,windows 11 home,altavoces estéreo,16:9,12.0,16.0,ddr5,512.0,4,8.0,1.0,4.0,GDDR6,NVIDIA GeForce RTX 4060 Series,ninguno,None,Gigabit Ethernet,Laptop,missing,2.4,missing,None,12,45.0,Laptop – Gaming,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"HP ZBook Fury 16 G11
98K27ET",4116.075,11,16.0,WUXGA,400.0,Intel Core i9,SSD,DisplayPort,missing,5.4,missing,2.0,lithium,15.0,95.0,230.0,missing,standard,25.0,36.3,2.35,Wi-Fi 7,1,12.288,windows 11 professional,altavoces estéreo,16:10,36.0,32.0,ddr5,1000.0,8,24.0,1.0,5.0,GDDR6,NVIDIA Quadro,ninguno,None,Gigabit Ethernet,Laptop,missing,2.9,missing,None,32,55.0,Laptop – Standard,1,HP,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,1,False
"ASUS Vivobook 16X K3605
K3605ZC-PL344W",1023.995,2,16.0,WQXGA,300.0,Intel Core i5,Unknown,HDMI,integrado,5.3,missing,2.0,lithium,10.0,70.0,120.0,missing,standard,24.9,35.8,1.8,Wi-Fi 6/6E,1,4.096,windows 11 home,SonicMaster,16:10,18.0,16.0,ddr4,512.0,3,12.0,1.0,4.0,GDDR6,NVIDIA GeForce RTX 3050 Series,ninguno,IPS,none,Laptop,missing,1.8,missing,None,12,45.0,Laptop – Standard,1,ASUS,37–41 cm,2560,1600,4096000,>4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"Lenovo IdeaPad 1 15 (2023)
82R400RESP",559.0,1,15.6,Full HD,250.0,AMD Ryzen 7,Unknown,HDMI,integrado,5.1,compatible con HD,2.0,lithium,10.0,42.0,65.0,missing,standard,23.6,36.0,1.58,Wi-Fi 6/6E,1,8.192,no_os,altavoces estéreo,16:9,8.0,16.0,ddr4,1000.0,3,8.0,1.0,4.0,GDDR5,AMD Radeon Other,ninguno,antirreflectante,none,Laptop,missing,1.8,missing,None,16,25.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"HP EliteBook 840 G11
9G0A3ET",1416.905,18,14.0,WUXGA,400.0,Intel Core Ultra,Unknown,HDMI,missing,5.4,missing,2.0,lithium,15.0,56.0,65.0,missing,standard,22.4,31.6,1.41,Wi-Fi 7,1,8.192,windows 11 professional,altavoces estéreo,16:10,18.0,16.0,ddr5,512.0,3,14.0,3.0,4.0,GDDR6,Intel Arc,ninguno,None,none,Laptop,missing,1.6,missing,None,22,28.0,Laptop – Standard,1,HP,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"ASUS Vivobook 15 M1502
M1502YA-NJ506W",519.0,1,15.6,Full HD,300.0,AMD Ryzen 7,SSD,HDMI,missing,5.0,compatible con HD,2.0,lithium,10.0,42.0,65.0,missing,standard,23.3,36.0,1.7,Wi-Fi 6/6E,-1,8.192,no_os,SonicMaster,16:9,16.0,16.0,ddr4,512.0,3,8.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,retroiluminación LED,none,Laptop,missing,2.0,missing,None,16,15.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,-1,1,0,0,0,0,0,0,1,0,1,2,False
"Lenovo IdeaPad Flex 5 14
82R700HSSP",769.0,1,14.0,WUXGA,300.0,Intel Core i5,Unknown,HDMI,integrado,5.0,compatible con HD,2.0,lithium,10.0,52.5,65.0,missing,convertible,21.8,32.2,1.5,Wi-Fi 6/6E,1,8.192,windows 11 home,other,16:9,12.0,16.0,lpddr,512.0,4,10.0,0.0029,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,2.0,missing,None,12,55.0,Laptop – Standard,1,Lenovo,34–37 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,5,False
"HP Victus 16 2023
16-s0009ns",1166.0149999999999,22,16.1,Full HD,250.0,AMD Ryzen 7,Unknown,HDMI,integrado,5.3,missing,2.0,lithium,7.25,70.0,230.0,missing,standard,25.9,36.9,2.33,Wi-Fi 6/6E,1,6.144,freedos,other,16:9,32.0,16.0,ddr5,512.0,4,8.0,3.0,5.0,GDDR6,NVIDIA GeForce RTX 4050 Series,ninguno,None,Gigabit Ethernet,Laptop,missing,2.3,missing,None,16,45.0,Laptop – Gaming,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"ASUS TUF Gaming F15 FX506
FX506HE-HN033W",751.8,1,15.6,Full HD,300.0,Intel Core i5,SSD,HDMI,missing,5.1,missing,2.0,lithium,7.0,48.0,230.0,missing,standard,25.6,35.9,2.3,Wi-Fi 6/6E,1,8.192,windows 11 home,SonicMaster,16:9,12.0,16.0,ddr4,1000.0,3,10.0,0.0029,4.0,GDDR6,NVIDIA GeForce RTX 3050 Series,ninguno,None,none,Laptop,missing,2.5,missing,None,12,45.0,Laptop – Gaming,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,0,5,False
"Lenovo IdeaPad Slim 5 16 (2023)
83ES0028SP",771.26,2,16.0,WUXGA,300.0,Intel Core i5,SSD,HDMI,integrado,5.1,compatible con HD,2.0,lithium,10.0,56.0,65.0,missing,standard,25.1,35.6,1.79,Wi-Fi 6/6E,1,8.192,windows 11 home,altavoces estéreo,16:10,12.0,16.0,lpddr,1000.0,3,8.0,1.0,4.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,1.7,missing,None,12,45.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1200,2304000,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
"HP 15s (2022)
15s-eq2144ns",399.0,2,15.6,Full HD,250.0,AMD Ryzen 5,Unknown,HDMI,integrado,5.0,compatible con HD,2.0,lithium,7.5,41.0,45.0,missing,standard,24.2,35.9,1.69,missing,1,8.192,freedos,altavoces estéreo,16:9,8.0,8.0,ddr4,512.0,3,6.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.8,missing,None,12,25.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,3,False
"ASUS Vivobook Go 15 E1504FA
E1504FA-NJ313",583.17,1,15.6,Full HD,250.0,AMD Ryzen 5,SSD,HDMI,missing,0.0,missing,2.0,lithium,15.0,50.0,65.0,missing,standard,23.25,36.03,1.63,missing,1,8.192,no_os,SonicMaster,16:9,4.0,8.0,lpddr,512.0,3,4.0,2.0,4.0,GDDR5,AMD Radeon Other,ninguno,None,none,Laptop,missing,1.8,missing,None,12,15.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
Lenovo Chromebook 300e,439.98,2,11.6,Other,250.0,Intel Celeron,Unknown,HDMI,missing,4.2,missing,0.0,lithium,10.0,42.0,45.0,missing,standard,20.4,29.0,1.25,missing,-1,8.192,no_os,missing,16:9,4.0,16.0,Unknown,512.0,3,2.0,1.0,2.0,Shared,Intel UHD,ninguno,panorámica,none,Laptop,missing,2.0,missing,None,4,6.0,Laptop – Standard,1,Lenovo,<=34 cm,1920.0,1080.0,2073600.0,2–4MP,1,-1,1,0,0,0,0,0,0,0,1,0,6,False
"HP Omen 16 2023
16-wf0006ns",2325.08,1,16.1,QHD,250.0,Intel Core i7,Unknown,HDMI,integrado,5.3,compatible con HD,2.0,lithium,8.25,83.0,230.0,missing,standard,25.9,36.9,2.36,Wi-Fi 6/6E,1,12.288,no_os,other,16:9,30.0,32.0,ddr5,1000.0,6,16.0,1.0,5.0,GDDR6,NVIDIA GeForce RTX 4080 Series,ninguno,None,Gigabit Ethernet,Laptop,missing,2.4,missing,None,24,55.0,Laptop – Gaming,1,HP,37–41 cm,2560,1440,3686400,2–4MP,0,1,1,1,0,0,0,0,0,1,0,1,2,False
"ASUS ExpertBook P1503
P1503CVA-S70402X",669.79,16,15.6,Full HD,250.0,Intel Core i3,SSD,HDMI,missing,5.3,compatible con HD,0.0,lithium,15.0,50.0,65.0,missing,standard,23.2,36.0,1.61,Wi-Fi 6/6E,1,8.192,windows 11 professional,missing,16:9,10.0,16.0,ddr5,512.0,3,6.0,0.003,4.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,2.0,missing,None,8,15.0,Laptop – Standard,1,ASUS,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,1,0,0,0,0,0,1,0,0,1,False
"Lenovo IdeaPad Slim 5 16 (2024)
83DC007GSP",1299.0,2,16.0,Full HD,300.0,Intel Core Ultra,SSD,HDMI,integrado,5.1,compatible con HD,2.0,lithium,10.0,57.0,65.0,missing,standard,25.1,35.6,1.89,Wi-Fi 6/6E,1,8.192,windows 11 home,altavoces estéreo,16:10,24.0,32.0,lpddr,1000.0,3,16.0,1.0,4.0,Shared,Intel UHD,ninguno,None,none,Laptop,missing,1.7,missing,None,22,28.0,Laptop – Standard,1,Lenovo,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,1,False
"HP 15 (2023)
9S2E7EA",539.0,1,15.6,Full HD,250.0,Intel Core i5,Unknown,HDMI,missing,5.0,compatible con HD,2.0,lithium,7.5,41.0,45.0,missing,standard,23.6,35.9,1.6,Wi-Fi 5,1,8.192,windows 11 home,altavoces estéreo,16:9,10.0,16.0,lpddr,512.0,3,10.0,0.0,4.0,Shared,Intel Iris,ninguno,None,none,Laptop,missing,1.9,missing,None,12,15.0,Laptop – Standard,1,HP,37–41 cm,1920,1080,2073600,2–4MP,0,1,1,0,0,0,0,0,0,1,0,1,2,False
